车牌	VIN	ICCID	最后通讯时间	最后有效里程	电压	最后有效总电压上传时间	最后经度	最后纬度
沪AD76653	LGHC4V1D0HE202205	89860117796000438931	20180712070422	2087.0	592.0	20180709065127	121.014215	31.222697
沪AD65759	LGHC4V1D2HE202206	89860117796000438568	20180712094453	1463.0	607.8	20180712094453	121.355118	31.257062
川AD14881	LGHC4V1D3HE202487	89860117796000557730	20180712115943	5312.0	553.7	20180712115943	104.389478	31.128768
川AD14766	LGHC4V1D5HE202488	89860117796000557185	20180705190339	8444.0	561.4	20180705190339	104.100423	30.811723
川AD18351	LGHC4V1D1HE201242	89860117735910498767	20180712113114	6150.0	571.7	20180706110503	104.181672	30.557155
川AD09439	LGHC4V1D2HE201248	89860117796000556542	20180712001733	3511.0	604.3	20180712001733	104.125802	30.804793
川A51UK1	LGHC4V1D1HE202214	89860117796000559389	20180420150829	33.0	569.7	20180420150829	104.181557	30.557408
川AD06178	LGHC4V1D3HE202215	89860117735910498445	20180712115935	15505.0	567.3	20180712115935	104.09715	30.637207
川AD13982	LGHC4V1D9HE202218	89860117796000439418	20180712075830	2010.0	572.0	20180711195634	103.99249	30.576595
川AD07537	LGHC4V1D9HE202221	89860117796000437909	20180712113346	8514.0	566.2	20180712113346	104.148413	30.833112
川A2E02X	LGHC4V1D5HE202331	89860117796000558019	20180712115830	26444.0	570.5	20180712115830	104.062043	30.569098
粤A1V1B5	LGHC4V1D2HE202707	89860117750004319779	20180712032454	21040.0	564.2	20180711152249	113.29558	23.309307
粤AD00079	LGHC4V1D4HE202708	89860117750004327038	20180712115953	6083.0	566.0	20180712115953	113.389395	23.20815
粤A3H0G9	LGHC4V1D6HE202709	89860117750004338316	20180712033158	176.0	572.1	20180709152057	113.303697	23.313522
粤AD09830	LGHC4V1D9HE202722	89860117750004311495	20180712010424	177.0	572.3	20180706124033	113.303338	23.314285
粤AD09600	LGHC4V1D0HE202723	89860117750004312295	20180712003300	203.0	562.8	20180418182609	113.303733	23.313365
粤A5F1RO	LGHC4V1D2HE202724	89860117750004338506	20180712115936	2409.0	597.6	20180712115936	113.385092	23.204868
川A7BQ70	LGHC4V1D8HE202484	89860117796000556732	20180712115957	19725.0	565.1	20180712115957	104.033738	30.664132
川A9C7Y5	LGHC4V1D1HE202486	89860117796000556906	20180712115957	14944.0	570.0	20180712115957	104.047707	30.753003
川A01S0H	LGHC4V1D3HE202490	89860117796000557961	20171224014012	632.0	564.2	20171222033454	104.03065	30.737095
川A43L3H	LGHC4V1D7HE202492	89860117796000556385	20180712115947	24229.0	571.9	20180712115947	103.985295	30.600565
川AQ1B77	LGHC4V1D9HE202493	89860117796000557912	20180518102034	14593.0	572.0	20180420181315	118.882793	32.012892
川AD15363	LGHC4V1D3HE202974	89860117750004317716	20180712114912	10517.0	572.7	20180712114912	104.149608	30.833598
川AD15035	LGHC4V1D7HE202976	89860117750004315785	20180712115958	11980.0	561.0	20180712115958	104.13161	30.677165
川AD15980	LGHC4V1D9HE202977	89860117750004325966	20180712114053	20249.0	618.5	20180711233842	103.96299	30.52568
川AD10772	LGHC4V1D0HE202978	89860117795950233227	20180712115942	38305.0	562.0	20180712115942	103.900522	30.641255
川A92Z1P	LGHC4V1D9HE202980	89860117750004316023	20180712091326	16914.0	0.0	20180712091326	103.986622	30.67082
川AD09848	LGHC4V1D0HE202981	89860117750004328903	20180712102044	7263.0	572.2	20180712102044	104.023087	30.634468
川A78BE7	LGHC4V1D2HE202982	89860117750004315447	20180712115319	19596.0	572.1	20180712115319	104.114027	30.652085
川AD00480	LGHC4V1DXHE202762	89860117750004339983	20180712115944	18570.0	571.2	20180712115944	103.934525	30.604113
川AD00464	LGHC4V1D3HE202764	89860117795950235826	20180712115946	21747.0	568.2	20180712115946	104.213963	30.845073
川AD11902	LGHC4V1D7HE202766	89860117750004339124	20180712115335	13378.0	570.3	20180712115335	104.073467	30.602137
川AD15759	LGHC4V1D6HE202970	89860117750004325867	20180712115413	6492.0	570.0	20180712115413	104.043043	30.76024
川AD18393	LGHC4V1D6HE202984	89860117750004327822	20180712115321	17354.0	570.9	20180712115321	104.020983	30.690155
川AD15979	LGHC4V1D8HE202985	89860117750004338399	20180712115935	16229.0	564.0	20180712115935	104.072108	30.60065
川AD04828	LGHC4V1D3HE202988	89860117750004318425	20180712025003	12566.0	604.3	20180711144815	103.941418	30.803405
川AD16570	LGHC4V1D3HE202991	89860117750004328259	20180712115958	15431.0	557.2	20180712115958	104.070623	30.821503
川AD04836	LGHC4V1D5HE202992	89860117750004317047	20180712090239	26524.0	598.0	20180712090239	104.29407	30.801712
川AD15920	LGHC4V1D4HE202756	89860117750004316171	20180712115955	25188.0	563.8	20180712115955	104.14612	30.629767
川AD13987	LGHC4V1D2HE202996	89860117750004327103	20180712115953	26579.0	556.0	20180712115953	104.148665	30.72594
川AD15916	LGHC4V1D4HE202997	89860117750004329596	20180712111419	24289.0	568.0	20180712111419	103.973403	30.760203
川AD12431	LGHC4V1D6HE202998	89860117750004316387	20180712115939	28095.0	568.8	20180712115939	104.147848	30.633193
川AD15913	LGHC4V1D6HE203004	89860117750004325438	20180712110553	11130.0	564.2	20180712110553	104.074983	30.65689
川AD15993	LGHC4V1D8HE203005	89860117750004328184	20180712115954	29955.0	564.0	20180712115954	104.048162	30.714522
川AD16281	LGHC4V1D1HE203007	89860117750004319530	20180712094144	12274.0	565.8	20180712094144	104.120837	30.803413
川AD09792	LGHC4V1D2HE203016	89860117750004316080	20180712115952	19185.0	570.2	20180712115952	104.0178	30.649665
陕A3D8U7	LGHC4V1D0HE202771	89860117750004339199	20180712101035	20.0	570.6	20180706214540	108.958112	34.135473
陕A1D7N9	LGHC4V1D6HE202774	89860117750004312717	20180712114826	169.0	556.0	20180710114005	108.830897	34.270383
陕A9D2U7	LGHC4V1D3HE202778	89860117750004312873	20180712110803	1294.0	523.5	20180712110803	108.958432	34.136223
陕A2D2B4	LGHC4V1D3HE202781	89860117750004310398	20180712120000	11696.0	523.7	20180712120000	109.080562	34.447825
陕A8D3J1	LGHC4V1D4HE202790	89860117750004318292	20180712115955	6702.0	561.6	20180712115955	108.838013	34.229
陕A3D8R7	LGHC4V1D0HE202799	89860117750004327228	20180712101145	1652.0	568.2	20180705094119	108.942907	34.136902
陕A3D5J7	LGHC4V1D3HE202800	89860117750004315918	20180712093038	188.0	540.0	20180522174924	109.018828	34.291535
陕A5D3A7	LGHC4V1D5HE202801	89860117750004315033	20180712115932	11814.0	556.4	20180712115932	108.996625	34.354632
陕A0D8C7	LGHC4V1D8HE202811	89860117750004315488	20180712115950	15260.0	567.0	20180712115950	108.763753	34.317288
陕A0D1G7	LGHC4V1D0HE202852	89860117750004326246	20180712114359	5452.0	578.9	20180712114359	108.924542	34.16284
陕A2D9B0	LGHC4V1D2HE202853	89860117750004314705	20180712115935	16770.0	546.6	20180712115935	108.742025	34.35152
陕A9D6S1	LGHC4V1D8HE202887	89860117750004315959	20180712115933	9166.0	538.5	20180712115933	108.822777	34.18642
陕A1D7U2	LGHC4V1D4HE203065	89860117750004315124	20180712115954	3061.0	536.7	20180712115954	108.787565	34.25689
陕A9D3V7	LGHC4V1D8HE203070	89860117750004325941	20180712115437	19633.0	535.8	20180712115437	108.781933	34.334935
陕A1D3N2	LGHC4V1D3HE203073	89860117750004328937	20180712054111	15884.0	517.3	20180710173434	108.958452	34.136287
陕A3D2X4	LGHC4V1D8HE203148	89860117750004327707	20180712054454	5086.0	521.8	20180711174257	108.676923	34.408695
粤A5J7D7	LGHC4V1D6HE202631	89860117796000557052	20180418184148	80.0	551.0	20180418184148	113.303945	23.313717
粤AD06958	LGHC4V1DXHE202633	89860117795950231346	20180712112722	133.0	572.3	20180705105638	113.303388	23.314433
粤A0H9Z3	LGHC4V1D1HE202634	89860117796000555825	20180610223133	168.0	570.5	20180418183724	113.303837	23.31357
粤AD00002	LGHC4V1D3HE202635	89860117796000679732	20180418184222	178.0	559.0	20180418184222	113.304047	23.313657
粤AD08019	LGHC4V1D5HE202636	89860117796000679328	20180418184014	197.0	570.5	20180418184014	113.303813	23.313663
粤A9F6U5	LGHC4V1D0HE202639	89860117795950228755	20180701131837	92.0	571.5	20180612115524	113.303372	23.314237
粤A9T6D6	LGHC4V1D9HE202641	89860117796000556690	20180516134005	125.0	558.7	20180516134005	113.303927	23.3135
粤A3G6L5	LGHC4V1D0HE202642	89860117796000556849	20180712115942	3011.0	570.2	20180712115942	113.507898	23.087263
粤A9W5J5	LGHC4V1D6HE202645	89860117796000678585	20180516133743	70.0	554.5	20180516133743	113.303763	23.31347
粤AD06219	LGHC4V1DXHE202650	89860117796000679385	20180516133536	189.0	565.5	20180516133536	113.3038	23.313568
粤AD06026	LGHC4V1D3HE202652	89860117796000678213	20180612114656	86.0	571.2	20180612114656	113.30319	23.31425
川AT20P7	LGHC4V1D4HE202529	89860117796000557854	20180712115932	17619.0	598.4	20180712115932	104.162577	30.66688
川A25FP5	LGHC4V1D0HE202530	89860117796000557078	20180712093403	710.0	566.1	20180712093403	104.179275	30.55891
川A17Q2Q	LGHC4V1D2HE202531	89860117796000557565	20180712115946	1940.0	571.2	20180712115946	104.064992	30.635
川A8M67E	LGHC4V1D6HE202533	89860117796000556518	20180712115959	3459.0	571.0	20180712115959	104.039037	30.586423
川A79N7V	LGHC4V1D8HE202534	89860117735910499013	null	null	null	null	null	null
川AT87K8	LGHC4V1DXHE202535	89860117796000557599	20180712091450	619.0	564.6	20180712091450	104.17936	30.55937
川A97Z3R	LGHC4V1D3HE202537	89860117795950231213	20180712054503	76.0	557.8	20180420114608	104.181645	30.557262
川A47Z7E	LGHC4V1D5HE202538	89860117796000556880	20180712115935	24598.0	571.5	20180712115935	104.030952	30.597582
川AD18385	LGHC4V1D6HE202385	89860617010000757562	20180712115958	10452.0	571.1	20180712115958	104.055553	30.606492
川AD12379	LGHC4V1D8HE202386	89860117796000555676	20180712053713	13438.0	571.6	20180711173516	103.971202	30.54347
川AD06168	LGHC4V1D1HE202388	89860117796000556211	20180712115944	23180.0	572.0	20180712115944	104.111795	30.65053
川AD15956	LGHC4V1DXHE202390	89860117796000557177	20180712115958	12445.0	577.4	20180712115958	103.940132	30.692497
川AT7Q71	LGHC4V1D1HE202391	89860117796000557169	20180618194437	42.0	0.0	20180618194437	104.181505	30.557443
川AD00140	LGHC4V1D5HE202393	89860117796000556203	20180712115958	10227.0	558.1	20180712115958	104.159145	30.693862
川AD07510	LGHC4V1D7HE202394	89860117795910149968	20180712113930	19474.0	572.2	20180712113930	104.068752	30.504925
川AD16260	LGHC4V1D9HE202395	89860117796000557037	20180712091337	100.0	569.1	20180712091337	104.168937	30.840562
川A1E21D	LGHC4V1D2HE202397	89860117796000437644	20180712021325	264.0	565.6	20180711141118	104.181155	30.556887
川AD15301	LGHC4V1D4HE202398	89860117796000557367	20180712114940	4262.0	562.9	20180712114940	104.01869	30.588002
陕A5D1L0	LGHC4V1D5HE205004	89860117795950234944	20180712115820	40.0	567.1	20180419175309	108.93358	34.145213
陕A3D7P7	LGHC4V1D1HE205002	89860117796000678858	20180712115936	3814.0	568.8	20180712115936	108.899618	34.282753
陕A7D9X6	LGHC4V1DXHE205001	89860117796000678890	20180712115939	10495.0	572.7	20180712115939	108.883968	34.284762
粤BD75132	LGHC4V1D4HE205155	89860117750004311768	20180712115947	81.0	523.7	20180604091410	114.193908	22.63262
粤BD75910	LGHC4V1D0HE205153	89860117750004339785	20180712063730	466.0	521.8	20180710183043	113.831333	22.60738
粤BD40076	LGHC4V1D9HE205152	89860117750004314481	20180712112427	88.0	524.7	20180712112427	114.193237	22.632935
粤BD75996	LGHC4V1D7HE205151	89860117750004313962	20180712043441	76.0	527.3	20180605135528	114.193857	22.63269
粤BD41529	LGHC4V1D5HE205150	89860117750004312022	20180629222159	86.0	522.1	20180603082636	114.193545	22.632733
粤BD71287	LGHC4V1D9HE205149	89860117750004314937	20180712115941	7835.0	580.0	20180712115941	114.181332	22.627773
粤BD40073	LGHC4V1D5HE205147	89860117750004313467	20180712102800	70.0	531.8	20180602193501	114.1938	22.632675
粤BD41555	LGHC4V1D3HE205146	89860117750004314168	20180712115340	3711.0	0.0	20180712115340	114.19441	22.632637
粤BD42922	LGHC4V1D1HE205145	89860117750004313657	20180712115709	4170.0	525.9	20180712115709	113.68889	22.95533
粤BD41586	LGHC4V1DXHE205144	89860117796000679815	20180712115942	6742.0	549.7	20180712115942	113.961025	22.5441
粤BD70729	LGHC4V1D6HE205142	89860117750004314820	20180712025210	79.0	521.3	20180603000237	114.19399	22.632623
粤BD79720	LGHC4V1D4HE205141	89860117795950227153	20180712115935	572.0	563.2	20180712115935	114.005973	22.74257
粤BD42985	LGHC4V1D2HE205140	89860117750004339793	20180712115953	2566.0	537.7	20180712115953	113.890063	22.501522
粤BD40036	LGHC4V1D6HE205139	89860117750004310588	20180712111156	154.0	538.2	20180712111156	114.01298	22.641707
粤BD42508	LGHC4V1D2HE205137	89860117795950226007	20180712051702	77.0	546.7	20180711171454	114.194127	22.632632
粤BD77572	LGHC4V1D0HE205136	89860117795950225413	20180712115931	6558.0	565.2	20180712115931	113.916955	22.512673
粤BD72032	LGHC4V1D9HE205135	89860117750004314499	20180712115934	1138.0	546.7	20180712115934	114.238073	22.652642
粤BD42993	LGHC4V1D7HE205134	89860117796000558100	20180712115104	131.0	536.0	20180712115104	114.29654	22.679438
粤BD77659	LGHC4V1D3HE205132	89860117750004313921	20180712052450	81.0	583.8	20180711172256	114.19405	22.632687
粤BD78293	LGHC4V1D1HE205131	89860117795950226015	20180712061918	77.0	521.6	20180606154356	114.194248	22.632473
粤BD71652	LGHC4V1DXHE205130	89860117750004310182	20180712085417	2865.0	565.1	20180710204757	113.83461	22.640755
粤BD75991	LGHC4V1D1HE205128	89860117750004314564	20180712115633	323.0	562.5	20180712115633	114.136017	22.608033
粤BD79727	LGHC4V1DXHE205127	89860117750004313624	20180712115950	2501.0	0.0	20180712115950	114.234438	22.679337
粤BD41525	LGHC4V1D8HE205126	89860117750004310232	20180711222706	105.0	524.2	20180602193421	114.194155	22.632292
粤BD40053	LGHC4V1D6HE205125	89860117750004313806	20180712104156	98.0	522.6	20180602195032	114.193872	22.632575
粤BD79811	LGHC4V1D0HE205198	89860117750004312485	20180712102500	77.0	526.7	20180602193251	114.193807	22.63247
粤BD73226	LGHC4V1D9HE205197	89860117750004310935	20180712093130	1826.0	518.0	20180712093130	113.789053	23.05786
粤BD42852	LGHC4V1D7HE205196	89860117750004310166	20180712101838	120.0	543.8	20180602192639	114.193903	22.63231
粤BD79719	LGHC4V1D5HE205195	89860117795950229118	20180712115958	8227.0	533.2	20180712115958	114.034863	22.6876
粤BD42729	LGHC4V1D1HE205193	89860117750004310224	20180712052302	152.0	549.8	20180711172106	114.194315	22.63264
粤BD78537	LGHC4V1DXHE205192	89860117750004310356	20180712100142	94.0	525.8	20180602190937	114.19427	22.632207
粤BD78625	LGHC4V1D8HE205191	89860117750004313764	20180712075829	85.0	528.6	20180605171759	114.19397	22.632537
粤BD75773	LGHC4V1D6HE205190	89860117750004311784	20180712102849	100.0	575.0	20180602193557	114.193742	22.632457
粤BD75777	LGHC4V1DXHE205189	89860117795950228565	20180712023255	80.0	512.8	20180605115353	114.194165	22.632862
粤BD56372	LGHC4V1D8HE205188	89860117750004314804	20180712050823	351.0	547.5	20180707164822	114.1938	22.631323
粤BD41556	LGHC4V1D4HE205186	89860117750004339637	20180712104058	86.0	517.2	20180602194908	114.193838	22.632642
粤BD54139	LGHC4V1D2HE205185	89860117750004311685	20180623203044	96.0	529.5	20180602185855	114.194318	22.632298
粤BD41550	LGHC4V1D0HE205184	89860117750004313673	20180712115952	5814.0	544.2	20180712115952	113.94269	22.528713
粤BD75979	LGHC4V1D9HE205183	89860117750004311263	20180712050355	79.0	516.2	20180602140943	114.193663	22.632712
粤BD41580	LGHC4V1D5HE205181	89860117750004311099	20180712115941	80.0	524.3	20180712115941	114.193972	22.63273
粤BD73695	LGHC4V1D3HE205180	89860117750004313442	20180712062828	85.0	519.1	20180602153512	114.194187	22.632435
粤BD54129	LGHC4V1D7HE205179	89860117750004311206	20180712114743	9897.0	521.7	20180712114743	113.890813	22.810412
粤BD71382	LGHC4V1D5HE205178	89860117750004311511	20180712115935	1636.0	585.5	20180712115935	113.880418	22.710167
粤BD41282	LGHC4V1D1HE205176	89860117750004311776	20180613193338	160.0	523.8	20180602184535	114.194487	22.632333
粤BD41535	LGHC4V1DXHE205175	89860117795950227807	20180712094445	97.0	513.1	20180602185156	114.194387	22.632392
粤BD79277	LGHC4V1D8HE205174	89860117750004313681	20180712080317	68.0	518.0	20180604171955	114.193792	22.63282
粤BD43480	LGHC4V1D4HE205172	89860117750004311503	20180712085846	111.0	565.2	20180712085846	114.194452	22.632733
粤BD70475	LGHC4V1D2HE205171	89860117750004314408	20180712115946	1106.0	544.8	20180712115946	114.293547	22.688752
粤BD77573	LGHC4V1D0HE205170	89860117750004310984	20180712103128	71.0	529.1	20180602193816	114.1938	22.632688
粤BD56107	LGHC4V1D4HE205169	89860117750004311271	20180712011356	542.0	566.7	20180508091020	113.83292	22.891782
粤BD56875	LGHC4V1D0HE205167	89860117795950226643	20180607194414	135.0	533.9	20180416155630	114.183077	22.624092
粤BD71273	LGHC4V1D9HE205166	89860117750004313202	20180712115948	594.0	545.5	20180712115948	114.061378	22.568047
粤BD41508	LGHC4V1D7HE205165	89860117750004310992	20180712085831	69.0	519.3	20180603060852	114.193772	22.632735
粤BD41815	LGHC4V1D5HE205164	89860117750004313947	20180615203021	81.0	518.5	20180602193405	114.193832	22.632543
粤BD41523	LGHC4V1D1HE205162	89860117750004310190	20180712101644	97.0	576.8	20180602192243	114.194268	22.632312
粤BD78297	LGHC4V1DXHE205161	89860117750004311933	20180712113723	806.0	523.3	20180712113723	114.24136	22.597902
粤BD79899	LGHC4V1D8HE205160	89860117750004311404	20180614082806	73.0	530.5	20180602193730	114.193947	22.632647
粤BD79896	LGHC4V1D1HE205159	89860117750004314945	20180712042512	81.0	522.0	20180604133959	114.193773	22.632833
粤BD47165	LGHC4V1D8HE205157	89860117750004314952	20180712051132	78.0	540.7	20180711170925	114.194267	22.632712
粤BD42575	LGHC4V1D6HE205156	89860117750004335577	20180610104336	192.0	519.6	20180602100814	114.194068	22.632482
陕A9D5A7	LGHC4V1D3HE205115	89860117750004313814	20180712103426	6.0	560.4	20180427170432	108.806728	34.289032
陕A7D5P1	LGHC4V1D7HE205117	89860117750004339629	20180712115907	22485.0	536.5	20180712115907	108.83611	34.237043
陕A2D5H0	LGHC4V1D9HE205118	89860117796000678171	20180712115948	10293.0	541.0	20180712115948	109.112807	34.299318
陕A0D3Y7	LGHC4V1D7HE205120	89860117750004313244	20180712095923	13.0	533.5	20180427163057	108.806735	34.28924
陕A0D8B3	LGHC4V1D9HE205121	89860117796000678106	20180712115952	18465.0	547.6	20180712115952	108.98951	34.270885
陕A0D1Q7	LGHC4V1D2HE205123	89860117750004314572	20180712012728	70.0	527.3	20180615113020	108.933408	34.144713
陕A7D0Z2	LGHC4V1D5HE205424	89860117750004314077	20180712113843	1112.0	582.0	20180712113843	108.920008	34.154045
陕A9D4D2	LGHC4V1D7HE205425	89860117750004314101	20180712070624	14.0	539.2	20180428181047	108.80694	34.28882
陕A1D0A3	LGHC4V1D4HE205558	89860117750004316650	20180601163804	12.0	525.9	20180523155904	108.806433	34.289028
陕A3D8B7	LGHC4V1D6HE205559	89860117750004313061	20180712074349	47.0	589.0	20180428141837	108.934313	34.145092
陕A3D9L1	LGHC4V1D2HE205560	89860117750004313079	20180712103646	12.0	535.6	20180427170618	108.806872	34.28874
陕A1D7S0	LGHC4V1D6HE205562	89860117750004315363	20180712085215	9.0	530.5	20180428152728	108.806763	34.289113
陕A6D4V6	LGHC4V1D8HE205563	89860117750004312071	20180712113727	12.0	535.5	20180428181132	108.806977	34.288842
陕A2D3J7	LGHC4V1D1HE205565	89860117750004311941	20180712001131	57.0	518.5	20180419180718	108.933585	34.145317
陕A4D0N8	LGHC4V1D5HE205567	89860117750004319803	20180712105826	3937.0	557.0	20180712105826	108.836185	34.237268
